implementation,t100_s,t600_s,gpu_s_per_iter,method
amica_python_jax_chunked,33.791773909004405,12.993982575993869,0.02165663762665645,cached600
scott_huberty_torch,10.791963299008785,47.625014623001334,0.0736661026479851,2point
pyamica_torch,22.196554902999196,39.871782429007,0.0353504550520156,2point
